id,focus,signal,slack,drag,confidence,score,lane
l001,search depth,35,33,6,25,131,watch
l002,boundary pressure,35,34,6,55,163,watch
l003,complexity,35,35,6,85,195,ship
l004,input width,35,36,18,25,77,hold
l005,search depth,35,37,18,55,109,watch
l006,boundary pressure,35,38,18,85,141,watch
l007,complexity,35,39,34,25,3,hold
l008,input width,35,40,34,55,35,hold
l009,search depth,35,41,34,85,67,hold
l010,boundary pressure,60,42,6,25,199,ship
l011,complexity,60,43,6,55,231,ship
l012,input width,60,44,6,85,263,ship
l013,search depth,60,45,18,25,145,watch
l014,boundary pressure,60,46,18,55,177,watch
l015,complexity,60,47,18,85,209,ship
l016,input width,60,48,34,25,71,hold
l017,search depth,60,32,34,55,69,hold
l018,boundary pressure,60,33,34,85,101,watch
l019,complexity,85,34,6,25,233,ship
l020,input width,85,35,6,55,265,ship
l021,search depth,85,36,6,85,297,ship
l022,boundary pressure,85,37,18,25,179,watch
l023,complexity,85,38,18,55,211,ship
l024,input width,85,39,18,85,243,ship
l025,search depth,85,40,34,25,105,watch
l026,boundary pressure,85,41,34,55,137,watch
l027,complexity,85,42,34,85,169,watch
